,거래처코드,제품코드,수주량,수주단가,수주금액,수주일자,납기일자,제품명,수주월
1703,2004800,PEMA023001000,7000,1321,9247000,2020-11-07,2020-11-10,CSA5000,2020-11
1704,2004200,PEMA023001000,7000,1599,11193000,2020-11-16,2020-11-19,CSA5000,2020-11
1705,2007800,PEMA023001000,7000,1709,11963000,2020-11-18,2020-11-21,CSA5000,2020-11
1706,2006400,PEMA023001000,7000,1976,13832000,2020-11-29,2020-12-01,CSA5000,2020-11
1707,2006600,PEMA023001000,7000,1978,13846000,2020-11-29,2020-12-01,CSA5000,2020-11
1728,2005200,PEMA013039505,7000,2035,14245000,2020-09-30,2020-10-02,PEMA-HR1000,2020-09
1729,2006000,PEMA013039505,7000,2469,17283000,2020-10-14,2020-10-17,PEMA-HR1000,2020-10
1730,2005700,PEMA013039505,7000,2608,18256000,2020-10-19,2020-10-22,PEMA-HR1000,2020-10
1731,2005700,PEMA013039505,7000,1046,7322000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
1732,2005200,PEMA013039505,7000,2035,14245000,2020-11-30,2020-12-02,PEMA-HR1000,2020-11
1742,2005800,PEMA013049304,10000,1047,10470000,2020-10-22,2020-10-25,PEMA-HR1000,2020-10
1757,2001700,PEMA013010100,10000,2142,21420000,2020-10-01,2020-10-04,PEMA-HR1000,2020-10
1758,2005900,PEMA013010100,10000,1048,10480000,2020-10-22,2020-10-25,PEMA-HR1000,2020-10
1759,2003700,PEMA013010100,10000,1167,11670000,2020-10-26,2020-11-01,PEMA-HR1000,2020-10
1804,2005600,PEMA013041507,7000,1400,9800000,2020-09-09,2020-09-12,PEMA-HR1000,2020-09
1805,2007800,PEMA013041507,7000,1567,10969000,2020-09-15,2020-09-18,PEMA-HR1000,2020-09
1806,2004600,PEMA013041507,7000,1816,12712000,2020-09-23,2020-09-26,PEMA-HR1000,2020-09
1807,2007100,PEMA013041507,7000,1986,13902000,2020-09-29,2020-10-01,PEMA-HR1000,2020-09
1808,2002000,PEMA013041507,7000,2144,15008000,2020-10-02,2020-10-05,PEMA-HR1000,2020-10
1809,2004400,PEMA013041507,7000,2240,15680000,2020-10-06,2020-10-09,PEMA-HR1000,2020-10
1810,2002000,PEMA013041507,7000,2570,17990000,2020-10-18,2020-10-21,PEMA-HR1000,2020-10
1811,2003600,PEMA013041507,7000,2657,18599000,2020-10-20,2020-10-23,PEMA-HR1000,2020-10
1812,2006900,PEMA013041507,7000,2694,18858000,2020-10-21,2020-10-24,PEMA-HR1000,2020-10
1813,2006000,PEMA013041507,7000,1049,7343000,2020-10-22,2020-10-25,PEMA-HR1000,2020-10
1814,2007200,PEMA013041507,7000,1135,7945000,2020-10-25,2020-10-28,PEMA-HR1000,2020-10
1815,2005600,PEMA013041507,7000,1400,9800000,2020-11-09,2020-11-12,PEMA-HR1000,2020-11
1816,2007800,PEMA013041507,7000,1567,10969000,2020-11-15,2020-11-18,PEMA-HR1000,2020-11
1817,2004600,PEMA013041507,7000,1816,12712000,2020-11-23,2020-11-26,PEMA-HR1000,2020-11
1818,2007100,PEMA013041507,7000,1986,13902000,2020-11-29,2020-12-01,PEMA-HR1000,2020-11
1845,2002300,PEMA013099140,10000,1437,14370000,2020-09-10,2020-09-13,PEMA-HR1000,2020-09
1846,2001300,PEMA013099140,10000,2067,20670000,2020-09-30,2020-10-03,PEMA-HR1000,2020-09
1847,2006100,PEMA013099140,3000,1050,3150000,2020-10-22,2020-10-25,PEMA-HR1000,2020-10
1848,2006200,PEMA013099140,7000,1051,7357000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
1849,2002300,PEMA013099140,10000,1437,14370000,2020-11-10,2020-11-13,PEMA-HR1000,2020-11
1850,2001300,PEMA013099140,10000,2067,20670000,2020-11-30,2020-12-03,PEMA-HR1000,2020-11
1955,2004200,PEMA033088300,7000,1244,8708000,2020-09-03,2020-09-06,PEMA-HR1000,2020-09
1956,2005900,PEMA033088300,5000,1261,6305000,2020-09-03,2020-09-06,PEMA-HR1000,2020-09
1957,2005000,PEMA033088300,7000,1394,9758000,2020-09-08,2020-09-11,PEMA-HR1000,2020-09
1958,2005100,PEMA033088300,5000,1395,6975000,2020-09-08,2020-09-11,PEMA-HR1000,2020-09
1959,2002500,PEMA033088300,7000,1510,10570000,2020-09-12,2020-09-15,PEMA-HR1000,2020-09
1960,2002600,PEMA033088300,5000,1511,7555000,2020-09-12,2020-09-15,PEMA-HR1000,2020-09
1961,2001102,PEMA033088300,7000,1568,10976000,2020-09-15,2020-09-18,PEMA-HR1000,2020-09
1962,2002200,PEMA033088300,7000,1649,11543000,2020-09-17,2020-09-20,PEMA-HR1000,2020-09
1963,2002300,PEMA033088300,5000,1650,8250000,2020-09-17,2020-09-20,PEMA-HR1000,2020-09
1964,2004104,PEMA033088300,7000,1811,12677000,2020-09-23,2020-09-26,PEMA-HR1000,2020-09
1965,2001500,PEMA033088300,7000,1927,13489000,2020-09-26,2020-09-29,PEMA-HR1000,2020-09
1966,2001600,PEMA033088300,10000,1928,19280000,2020-09-26,2020-09-29,PEMA-HR1000,2020-09
1967,2005100,PEMA033088300,7000,2034,14238000,2020-09-30,2020-10-02,PEMA-HR1000,2020-09
1968,2001700,PEMA033088300,7000,2213,15491000,2020-10-05,2020-10-08,PEMA-HR1000,2020-10
1969,2001800,PEMA033088300,5000,2214,11070000,2020-10-05,2020-10-08,PEMA-HR1000,2020-10
1970,2001200,PEMA033088300,7000,2279,15953000,2020-10-07,2020-10-10,PEMA-HR1000,2020-10
1971,2007200,PEMA033088300,5000,2342,11710000,2020-10-09,2020-10-12,PEMA-HR1000,2020-10
1972,2007302,PEMA033088300,7000,2343,16401000,2020-10-09,2020-10-12,PEMA-HR1000,2020-10
1973,2005200,PEMA033088300,7000,2461,17227000,2020-10-14,2020-10-17,PEMA-HR1000,2020-10
1974,2005300,PEMA033088300,5000,2462,12310000,2020-10-14,2020-10-17,PEMA-HR1000,2020-10
1975,2005900,PEMA033088300,7000,2610,18270000,2020-10-19,2020-10-22,PEMA-HR1000,2020-10
1976,2006100,PEMA033088300,5000,2612,13060000,2020-10-19,2020-10-22,PEMA-HR1000,2020-10
1977,2007200,PEMA033088300,7000,2697,18879000,2020-10-21,2020-10-24,PEMA-HR1000,2020-10
1978,2006300,PEMA033088300,10000,1052,10520000,2020-10-22,2020-10-25,PEMA-HR1000,2020-10
1979,2006900,PEMA033088300,5000,1132,5660000,2020-10-25,2020-10-28,PEMA-HR1000,2020-10
1980,2007000,PEMA033088300,7000,1133,7931000,2020-10-25,2020-10-28,PEMA-HR1000,2020-10
1981,2004200,PEMA033088300,7000,1244,8708000,2020-11-03,2020-11-06,PEMA-HR1000,2020-11
1982,2005900,PEMA033088300,5000,1261,6305000,2020-11-03,2020-11-06,PEMA-HR1000,2020-11
1983,2005000,PEMA033088300,7000,1394,9758000,2020-11-08,2020-11-11,PEMA-HR1000,2020-11
1984,2005100,PEMA033088300,5000,1395,6975000,2020-11-08,2020-11-11,PEMA-HR1000,2020-11
1985,2002500,PEMA033088300,7000,1510,10570000,2020-11-12,2020-11-15,PEMA-HR1000,2020-11
1986,2002600,PEMA033088300,5000,1511,7555000,2020-11-12,2020-11-15,PEMA-HR1000,2020-11
1987,2001102,PEMA033088300,7000,1568,10976000,2020-11-15,2020-11-18,PEMA-HR1000,2020-11
1988,2002200,PEMA033088300,7000,1649,11543000,2020-11-17,2020-11-20,PEMA-HR1000,2020-11
1989,2002300,PEMA033088300,5000,1650,8250000,2020-11-17,2020-11-20,PEMA-HR1000,2020-11
1990,2004104,PEMA033088300,7000,1811,12677000,2020-11-23,2020-11-26,PEMA-HR1000,2020-11
1991,2001500,PEMA033088300,7000,1927,13489000,2020-11-26,2020-11-29,PEMA-HR1000,2020-11
1992,2001600,PEMA033088300,10000,1928,19280000,2020-11-26,2020-11-29,PEMA-HR1000,2020-11
1993,2005100,PEMA033088300,7000,2034,14238000,2020-11-30,2020-12-02,PEMA-HR1000,2020-11
2029,2001200,PEMA623022500,10000,1853,18530000,2020-09-24,2020-09-27,PEMA-HR1000,2020-09
2030,2005400,PEMA623022500,10000,2108,21080000,2020-10-01,2020-10-04,PEMA-HR1000,2020-10
2031,2007500,PEMA623022500,10000,2345,23450000,2020-10-09,2020-10-12,PEMA-HR1000,2020-10
2032,2006609,PEMA623022500,10000,2548,25480000,2020-10-16,2020-10-19,PEMA-HR1000,2020-10
2033,2006400,PEMA623022500,10000,1053,10530000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
2034,2001200,PEMA623022500,10000,1853,18530000,2020-11-24,2020-11-27,PEMA-HR1000,2020-11
2071,2007302,PEMA043101200,10000,1207,12070000,2020-09-01,2020-09-04,PEMA-HR1000,2020-09
2072,2005300,PEMA043101200,10000,1397,13970000,2020-09-09,2020-09-12,PEMA-HR1000,2020-09
2073,2007302,PEMA043101200,10000,1562,15620000,2020-09-15,2020-09-18,PEMA-HR1000,2020-09
2074,2004700,PEMA043101200,10000,1817,18170000,2020-09-23,2020-09-26,PEMA-HR1000,2020-09
2075,2001102,PEMA043101200,10000,1994,19940000,2020-09-29,2020-10-01,PEMA-HR1000,2020-09
2076,2004300,PEMA043101200,10000,2168,21680000,2020-10-04,2020-10-07,PEMA-HR1000,2020-10
2077,2006612,PEMA043101200,10000,2549,25490000,2020-10-16,2020-10-19,PEMA-HR1000,2020-10
2078,2006500,PEMA043101200,10000,1054,10540000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
2079,2007302,PEMA043101200,10000,1207,12070000,2020-11-01,2020-11-04,PEMA-HR1000,2020-11
2080,2005300,PEMA043101200,10000,1397,13970000,2020-11-09,2020-11-12,PEMA-HR1000,2020-11
2081,2007302,PEMA043101200,10000,1562,15620000,2020-11-15,2020-11-18,PEMA-HR1000,2020-11
2082,2004700,PEMA043101200,10000,1817,18170000,2020-11-23,2020-11-26,PEMA-HR1000,2020-11
2083,2001102,PEMA043101200,10000,1994,19940000,2020-11-29,2020-12-01,PEMA-HR1000,2020-11
2107,2002100,PEMA013125010,5000,1648,8240000,2020-09-17,2020-09-20,PEMA-HR1000,2020-09
2108,2004600,PEMA013125010,5000,2100,10500000,2020-10-01,2020-10-04,PEMA-HR1000,2020-10
2109,2004901,PEMA013125010,5000,2316,11580000,2020-10-08,2020-10-11,PEMA-HR1000,2020-10
2110,2002100,PEMA013125010,5000,2571,12855000,2020-10-18,2020-10-21,PEMA-HR1000,2020-10
2111,2006600,PEMA013125010,5000,1055,5275000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
2112,2002100,PEMA013125010,5000,1648,8240000,2020-11-17,2020-11-20,PEMA-HR1000,2020-11
2126,2002700,PEMA153001100,10000,1370,13700000,2020-09-08,2020-09-11,PEMA-HR1000,2020-09
2127,2006606,PEMA153001100,5000,1056,5280000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
2128,2002700,PEMA153001100,10000,1370,13700000,2020-11-08,2020-11-11,PEMA-HR1000,2020-11
2138,2005300,PEMA013017400,5000,1894,9470000,2020-09-25,2020-09-28,PEMA-HR1000,2020-09
2139,2006612,PEMA013017400,5000,1058,5290000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
2140,2005300,PEMA013017400,5000,1894,9470000,2020-11-25,2020-11-28,PEMA-HR1000,2020-11
2146,2006700,PEMA013005900,10000,1059,10590000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
2180,2006900,PEMA013072100,8000,1203,9624000,2020-09-01,2020-09-04,PEMA-HR1000,2020-09
2181,2002900,PEMA013072100,8000,1372,10976000,2020-09-08,2020-09-11,PEMA-HR1000,2020-09
2182,2005200,PEMA013072100,8000,1538,12304000,2020-09-14,2020-09-17,PEMA-HR1000,2020-09
2183,2005300,PEMA013072100,8000,1539,12312000,2020-09-14,2020-09-17,PEMA-HR1000,2020-09
2184,2003900,PEMA013072100,8000,1737,13896000,2020-09-21,2020-09-24,PEMA-HR1000,2020-09
2185,2003500,PEMA013072100,8000,1946,15568000,2020-09-28,2020-09-30,PEMA-HR1000,2020-09
2186,2004500,PEMA013072100,8000,2170,17360000,2020-10-04,2020-10-07,PEMA-HR1000,2020-10
2187,2006800,PEMA013072100,8000,1060,8480000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
2188,2006900,PEMA013072100,8000,1203,9624000,2020-11-01,2020-11-04,PEMA-HR1000,2020-11
2189,2002900,PEMA013072100,8000,1372,10976000,2020-11-08,2020-11-11,PEMA-HR1000,2020-11
2190,2005200,PEMA013072100,8000,1538,12304000,2020-11-14,2020-11-17,PEMA-HR1000,2020-11
2191,2005300,PEMA013072100,8000,1539,12312000,2020-11-14,2020-11-17,PEMA-HR1000,2020-11
2192,2003900,PEMA013072100,8000,1737,13896000,2020-11-21,2020-11-24,PEMA-HR1000,2020-11
2193,2003500,PEMA013072100,8000,1946,15568000,2020-11-28,2020-11-30,PEMA-HR1000,2020-11
2211,2002100,PEMA013089230,10000,1861,18610000,2020-09-24,2020-09-27,PEMA-HR1000,2020-09
2212,2004600,PEMA013089230,10000,2384,23840000,2020-10-12,2020-10-15,PEMA-HR1000,2020-10
2213,2006600,PEMA013089230,10000,2688,26880000,2020-10-21,2020-10-24,PEMA-HR1000,2020-10
2214,2006900,PEMA013089230,10000,1061,10610000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
2215,2002100,PEMA013089230,10000,1861,18610000,2020-11-24,2020-11-27,PEMA-HR1000,2020-11
2229,2001300,PEMA023061900,5000,1854,9270000,2020-09-24,2020-09-27,PEMA-HR1000,2020-09
2230,2007000,PEMA023061900,8000,1062,8496000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
2231,2001300,PEMA023061900,5000,1854,9270000,2020-11-24,2020-11-27,PEMA-HR1000,2020-11
2287,2002900,PEMA033041500,10000,1230,12300000,2020-09-02,2020-09-05,PEMA-HR1000,2020-09
2288,2005500,PEMA033041500,10000,1328,13280000,2020-09-07,2020-09-10,PEMA-HR1000,2020-09
2289,2002300,PEMA033041500,10000,1508,15080000,2020-09-12,2020-09-15,PEMA-HR1000,2020-09
2290,2004600,PEMA033041500,10000,1603,16030000,2020-09-16,2020-09-19,PEMA-HR1000,2020-09
2291,2007400,PEMA033041500,10000,1776,17760000,2020-09-22,2020-09-25,PEMA-HR1000,2020-09
2292,2006600,PEMA033041500,10000,1907,19070000,2020-09-25,2020-09-28,PEMA-HR1000,2020-09
2293,2002100,PEMA033041500,10000,1932,19320000,2020-09-26,2020-09-29,PEMA-HR1000,2020-09
2294,2005300,PEMA033041500,10000,2107,21070000,2020-10-01,2020-10-04,PEMA-HR1000,2020-10
2295,2005400,PEMA033041500,10000,2250,22500000,2020-10-06,2020-10-09,PEMA-HR1000,2020-10
2296,2006200,PEMA033041500,10000,2542,25420000,2020-10-15,2020-10-18,PEMA-HR1000,2020-10
2297,2006300,PEMA033041500,10000,2543,25430000,2020-10-15,2020-10-18,PEMA-HR1000,2020-10
2298,2006700,PEMA033041500,10000,2692,26920000,2020-10-21,2020-10-24,PEMA-HR1000,2020-10
2299,2007100,PEMA033041500,10000,1063,10630000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
2300,2004104,PEMA033041500,10000,1172,11720000,2020-10-26,2020-11-01,PEMA-HR1000,2020-10
2301,2002900,PEMA033041500,10000,1230,12300000,2020-11-02,2020-11-05,PEMA-HR1000,2020-11
2302,2005500,PEMA033041500,10000,1328,13280000,2020-11-07,2020-11-10,PEMA-HR1000,2020-11
2303,2002300,PEMA033041500,10000,1508,15080000,2020-11-12,2020-11-15,PEMA-HR1000,2020-11
2304,2004600,PEMA033041500,10000,1603,16030000,2020-11-16,2020-11-19,PEMA-HR1000,2020-11
2305,2007400,PEMA033041500,10000,1776,17760000,2020-11-22,2020-11-25,PEMA-HR1000,2020-11
2306,2006600,PEMA033041500,10000,1907,19070000,2020-11-25,2020-11-28,PEMA-HR1000,2020-11
2307,2002100,PEMA033041500,10000,1932,19320000,2020-11-26,2020-11-29,PEMA-HR1000,2020-11
2329,2007400,PEMA043001100,3000,1208,3624000,2020-09-01,2020-09-04,PEMA-HR1000,2020-09
2330,2007200,PEMA043001100,10000,1561,15610000,2020-09-15,2020-09-18,PEMA-HR1000,2020-09
2331,2007200,PEMA043001100,10000,1064,10640000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
2332,2007400,PEMA043001100,3000,1208,3624000,2020-11-01,2020-11-04,PEMA-HR1000,2020-11
2333,2007200,PEMA043001100,10000,1561,15610000,2020-11-15,2020-11-18,PEMA-HR1000,2020-11
2347,2002800,PEMA213048300,8000,1655,13240000,2020-09-17,2020-09-20,PEMA-HR1000,2020-09
2348,2004700,PEMA213048300,8000,2243,17944000,2020-10-06,2020-10-09,PEMA-HR1000,2020-10
2349,2007302,PEMA213048300,8000,1065,8520000,2020-10-23,2020-10-26,PEMA-HR1000,2020-10
2350,2002800,PEMA213048300,8000,1655,13240000,2020-11-17,2020-11-20,PEMA-HR1000,2020-11
2361,2001300,PEMA023022400,10000,1783,17830000,2020-09-22,2020-09-25,PEMA-HR1500,2020-09
2362,2007400,PEMA023022400,10000,1066,10660000,2020-10-23,2020-10-26,PEMA-HR1500,2020-10
2363,2001300,PEMA023022400,10000,1783,17830000,2020-11-22,2020-11-25,PEMA-HR1500,2020-11
2380,2001300,PEMA053031200,10000,1570,15700000,2020-09-15,2020-09-18,PEMA-HR1500,2020-09
2381,2006400,PEMA053031200,10000,2118,21180000,2020-10-01,2020-10-04,PEMA-HR1500,2020-10
2382,2003800,PEMA053031200,10000,2517,25170000,2020-10-15,2020-10-18,PEMA-HR1500,2020-10
2383,2007500,PEMA053031200,10000,1067,10670000,2020-10-23,2020-10-26,PEMA-HR1500,2020-10
2384,2001300,PEMA053031200,10000,1570,15700000,2020-11-15,2020-11-18,PEMA-HR1500,2020-11
2404,2002600,PEMA033002600,5000,1298,6490000,2020-09-04,2020-09-07,PEMA-HR1500,2020-09
2405,2002200,PEMA033002600,5000,2217,11085000,2020-10-05,2020-10-08,PEMA-HR1500,2020-10
2406,2003900,PEMA033002600,5000,2518,12590000,2020-10-15,2020-10-18,PEMA-HR1500,2020-10
2407,2007600,PEMA033002600,4000,1068,4272000,2020-10-23,2020-10-26,PEMA-HR1500,2020-10
2408,2002600,PEMA033002600,5000,1298,6490000,2020-11-04,2020-11-07,PEMA-HR1500,2020-11
2421,2002200,PEMA043011800,10000,1578,15780000,2020-09-15,2020-09-18,PEMA-HR1500,2020-09
2422,2007700,PEMA043011800,10000,1069,10690000,2020-10-23,2020-10-26,PEMA-HR1500,2020-10
2423,2002200,PEMA043011800,10000,1578,15780000,2020-11-15,2020-11-18,PEMA-HR1500,2020-11
2440,2001700,PEMA063048100,1000,1574,1574000,2020-09-15,2020-09-18,PEMA-HR1500,2020-09
2441,2003000,PEMA063048100,2000,1870,3740000,2020-09-24,2020-09-27,PEMA-HR1500,2020-09
2442,2006612,PEMA063048100,2000,2620,5240000,2020-10-19,2020-10-22,PEMA-HR1500,2020-10
2443,2007800,PEMA063048100,2000,1070,2140000,2020-10-23,2020-10-26,PEMA-HR1500,2020-10
2444,2001700,PEMA063048100,1000,1574,1574000,2020-11-15,2020-11-18,PEMA-HR1500,2020-11
2445,2003000,PEMA063048100,2000,1870,3740000,2020-11-24,2020-11-27,PEMA-HR1500,2020-11
2466,2005300,PEMA013046101,5000,2391,11955000,2020-10-12,2020-10-15,PEMA-HR1500,2020-10
2467,2005400,PEMA013046101,5000,2392,11960000,2020-10-12,2020-10-15,PEMA-HR1500,2020-10
2468,2001102,PEMA013046101,4000,1071,4284000,2020-10-23,2020-10-26,PEMA-HR1500,2020-10
2469,2001200,PEMA013046101,4000,1072,4288000,2020-10-23,2020-10-26,PEMA-HR1500,2020-10
2479,2001300,TSN4012001214,10000,1073,10730000,2020-10-23,2020-10-26,PEMA-SN400,2020-10
2489,2007200,TSN4012043602,10000,2484,24840000,2020-10-14,2020-10-17,PEMA-SN400,2020-10
2490,2001400,TSN4012043602,10000,1074,10740000,2020-10-23,2020-10-26,PEMA-SN400,2020-10
2515,2001300,PEMA043091500,10000,1215,12150000,2020-09-01,2020-09-04,PEMA-SR2000,2020-09
2516,2003200,PEMA043091500,10000,2156,21560000,2020-10-02,2020-10-05,PEMA-SR2000,2020-10
2517,2003500,PEMA043091500,10000,2301,23010000,2020-10-07,2020-10-10,PEMA-SR2000,2020-10
2518,2001500,PEMA043091500,2000,1075,2150000,2020-10-23,2020-10-26,PEMA-SR2000,2020-10
2519,2001600,PEMA043091500,10000,1076,10760000,2020-10-23,2020-10-26,PEMA-SR2000,2020-10
2520,2001300,PEMA043091500,10000,1215,12150000,2020-11-01,2020-11-04,PEMA-SR2000,2020-11
2541,2003300,PEMA043046101,10000,1589,15890000,2020-09-15,2020-09-18,PEMA-SR2000,2020-09
2542,2002700,PEMA043046101,10000,1725,17250000,2020-09-19,2020-09-22,PEMA-SR2000,2020-09
2543,2001700,PEMA043046101,3000,1077,3231000,2020-10-23,2020-10-26,PEMA-SR2000,2020-10
2544,2001800,PEMA043046101,3000,1078,3234000,2020-10-23,2020-10-26,PEMA-SR2000,2020-10
2545,2003300,PEMA043046101,10000,1589,15890000,2020-11-15,2020-11-18,PEMA-SR2000,2020-11
2546,2002700,PEMA043046101,10000,1725,17250000,2020-11-19,2020-11-22,PEMA-SR2000,2020-11
2556,2005100,PEMA023117801,5000,1466,7330000,2020-09-10,2020-09-13,PEMA-SR2000A,2020-09
2557,2002000,PEMA023117801,5000,1079,5395000,2020-10-23,2020-10-26,PEMA-SR2000A,2020-10
2558,2005100,PEMA023117801,5000,1466,7330000,2020-11-10,2020-11-13,PEMA-SR2000A,2020-11
2572,2007500,PEMA013081906,3000,1422,4266000,2020-09-08,2020-09-11,PEMA-SR3000F,2020-09
2573,2003700,PEMA013081906,5000,2303,11515000,2020-10-07,2020-10-10,PEMA-SR3000F,2020-10
2574,2002100,PEMA013081906,3000,1080,3240000,2020-10-23,2020-10-26,PEMA-SR3000F,2020-10
2575,2007500,PEMA013081906,3000,1422,4266000,2020-11-08,2020-11-11,PEMA-SR3000F,2020-11
2586,2002800,PEMA023002600,5000,1726,8630000,2020-09-19,2020-09-22,PEMA-SR3000F,2020-09
2587,2002200,PEMA023002600,5000,1081,5405000,2020-10-23,2020-10-26,PEMA-SR3000F,2020-10
2588,2002800,PEMA023002600,5000,1726,8630000,2020-11-19,2020-11-22,PEMA-SR3000F,2020-11
2609,2001200,PEMA033041501,7000,1498,10486000,2020-09-11,2020-09-14,PEMA-SR3000F,2020-09
2610,2006500,PEMA033041501,3000,1551,4653000,2020-09-14,2020-09-17,PEMA-SR3000F,2020-09
2611,2003100,PEMA033041501,3000,2013,6039000,2020-09-29,2020-10-01,PEMA-SR3000F,2020-09
2612,2001200,PEMA033041501,5000,2634,13170000,2020-10-19,2020-10-22,PEMA-SR3000F,2020-10
2613,2002300,PEMA033041501,5000,1082,5410000,2020-10-23,2020-10-26,PEMA-SR3000F,2020-10
2614,2001200,PEMA033041501,7000,1498,10486000,2020-11-11,2020-11-14,PEMA-SR3000F,2020-11
2615,2006500,PEMA033041501,3000,1551,4653000,2020-11-14,2020-11-17,PEMA-SR3000F,2020-11
2616,2003100,PEMA033041501,3000,2013,6039000,2020-11-29,2020-12-01,PEMA-SR3000F,2020-11
2643,2007200,PEMA033103000,15000,1348,20220000,2020-09-08,2020-09-11,PEMA-580FX,2020-09
2644,2007302,PEMA033103000,10000,1633,16330000,2020-09-17,2020-09-20,PEMA-580FX,2020-09
2645,2005500,PEMA033103000,15000,1967,29505000,2020-09-29,2020-10-01,PEMA-580FX,2020-09
2646,2006700,PEMA033103000,15000,2195,32925000,2020-10-05,2020-10-08,PEMA-580FX,2020-10
2647,2003900,PEMA033103000,15000,2589,38835000,2020-10-19,2020-10-22,PEMA-580FX,2020-10
2648,2002600,PEMA033103000,15000,1085,16275000,2020-10-24,2020-10-27,PEMA-580FX,2020-10
2649,2007200,PEMA033103000,15000,1348,20220000,2020-11-08,2020-11-11,PEMA-580FX,2020-11
2650,2007302,PEMA033103000,10000,1633,16330000,2020-11-17,2020-11-20,PEMA-580FX,2020-11
2651,2005500,PEMA033103000,15000,1967,29505000,2020-11-29,2020-12-01,PEMA-580FX,2020-11
2672,2004700,PEMA033030400,10000,1675,16750000,2020-09-18,2020-09-21,CSA4000,2020-09
2673,2003400,PEMA033030400,10000,2158,21580000,2020-10-04,2020-10-07,CSA4000,2020-10
2674,2003700,PEMA033030400,10000,2445,24450000,2020-10-14,2020-10-17,CSA4000,2020-10
2675,2002700,PEMA033030400,7000,1086,7602000,2020-10-24,2020-10-27,CSA4000,2020-10
2676,2004700,PEMA033030400,10000,1675,16750000,2020-11-18,2020-11-21,CSA4000,2020-11
2692,2001800,PEMA823048300,5000,2356,11780000,2020-10-11,2020-10-14,CSA5000,2020-10
2693,2006000,PEMA823048300,10000,2682,26820000,2020-10-21,2020-10-24,CSA5000,2020-10
2694,2002800,PEMA823048300,10000,1087,10870000,2020-10-24,2020-10-27,CSA5000,2020-10
2710,2003100,PEMA103048200,10000,1800,18000000,2020-09-23,2020-09-26,CSA5000,2020-09
2711,2004400,PEMA103048200,10000,2595,25950000,2020-10-19,2020-10-22,CSA5000,2020-10
2712,2002900,PEMA103048200,10000,1088,10880000,2020-10-24,2020-10-27,CSA5000,2020-10
2713,2003100,PEMA103048200,10000,1800,18000000,2020-11-23,2020-11-26,CSA5000,2020-11
2729,2006400,PEMA023091600,5000,1763,8815000,2020-09-22,2020-09-25,CSA5000,2020-09
2730,2006900,PEMA023091600,5000,2197,10985000,2020-10-05,2020-10-08,CSA5000,2020-10
2731,2003000,PEMA023091600,5000,1089,5445000,2020-10-24,2020-10-27,CSA5000,2020-10
2732,2006400,PEMA023091600,5000,1763,8815000,2020-11-22,2020-11-25,CSA5000,2020-11
2766,2004800,PEMA033035309,7000,1250,8750000,2020-09-03,2020-09-06,CSA5000,2020-09
2767,2004700,PEMA033035309,7000,1391,9737000,2020-09-09,2020-09-12,CSA5000,2020-09
2768,2006800,PEMA033035309,7000,1557,10899000,2020-09-15,2020-09-18,CSA5000,2020-09
2769,2005400,PEMA033035309,7000,1682,11774000,2020-09-18,2020-09-21,CSA5000,2020-09
2770,2006612,PEMA033035309,7000,1981,13867000,2020-09-29,2020-10-01,CSA5000,2020-09
2771,2004200,PEMA033035309,7000,2238,15666000,2020-10-06,2020-10-09,CSA5000,2020-10
2772,2005700,PEMA033035309,7000,2537,17759000,2020-10-15,2020-10-18,CSA5000,2020-10
2773,2003100,PEMA033035309,6000,1090,6540000,2020-10-24,2020-10-27,CSA5000,2020-10
2774,2004800,PEMA033035309,7000,1250,8750000,2020-11-03,2020-11-06,CSA5000,2020-11
